protocol_name,AP_mean_stim_60,AP_mean_stim_100,AP_mean_stim_140,AP_mean_stim_180,AP_mean_stim_220,AP_stdev_stim_60,AP_stdev_stim_100,AP_stdev_stim_140,AP_stdev_stim_180,AP_stdev_stim_220,first_AP_voltage_stim_60,first_AP_voltage_stim_100,first_AP_voltage_stim_140,first_AP_voltage_stim_180,first_AP_voltage_stim_220,first_ISI_stim_60,first_ISI_stim_100,first_ISI_stim_140,first_ISI_stim_180,first_ISI_stim_220,first_fall_tau_stim_60,first_fall_tau_stim_100,first_fall_tau_stim_140,first_fall_tau_stim_180,first_fall_tau_stim_220,peak_frequency_stim_60,peak_frequency_stim_100,peak_frequency_stim_140,peak_frequency_stim_180,peak_frequency_stim_220,second_AP_voltage_stim_60,second_AP_voltage_stim_100,second_AP_voltage_stim_140,second_AP_voltage_stim_180,second_AP_voltage_stim_220,second_ISI_stim_60,second_ISI_stim_100,second_ISI_stim_140,second_ISI_stim_180,second_ISI_stim_220,second_fall_tau_stim_60,second_fall_tau_stim_100,second_fall_tau_stim_140,second_fall_tau_stim_180,second_fall_tau_stim_220,spikecount_stim_60,spikecount_stim_100,spikecount_stim_140,spikecount_stim_180,spikecount_stim_220,stim_lenght_stim_60,stim_lenght_stim_100,stim_lenght_stim_140,stim_lenght_stim_180,stim_lenght_stim_220,tau_mean_stim_140,tau_mean_stim_180,tau_mean_stim_220,tau_stdev_stim_140,tau_stdev_stim_180,tau_stdev_stim_220,vHold_stim_60,vHold_stim_100,vHold_stim_140,vHold_stim_180,vHold_stim_220,cellType,id,tau_mean_stim_60,tau_mean_stim_100,tau_stdev_stim_60,tau_stdev_stim_100
APWaveform,0.0,0.0,-18.51498174042229,-33.42973034068271,-31.16462199448945,0.0,0.0,18.51498174042229,3.8171696808645503,4.917015849169137,0.0,0.0,-37.02996348084458,-37.24690002154726,-38.0160039515356,0.0,0.0,0.0,33.37999999996964,19.479999999982283,0.0,0.0,3.3811033532734482,0.675585095689664,100.0,0.0,0.0,368.52,184.26,122.83999999999999,0.0,0.0,0.0,-29.61256065981816,-28.768246929798263,0.0,0.0,0.0,0.0,53.47999999995136,0.0,0.0,0.0,4.725032151813235,2.171186125760612,0.0,0.0,1.0,2.0,3.0,368.52,368.52,368.52,368.52,368.52,3.3811033532734482,2.7003086237514498,35.16066103410849,0.0,2.0247235280617857,45.850696733151544,-68.94813018710646,-69.18287042104868,-69.39226634850348,-68.8001437984506,-69.02453131096898,L2IN,94_1,,,,
APWaveform,0.0,0.0,-34.72778358570259,-34.93394012344273,-34.05875132885989,0.0,0.0,0.12528468090175693,0.44187451322672633,1.1040672227885135,0.0,0.0,-34.60249890480083,-35.35362375479162,-36.26725433777038,0.0,0.0,35.399999999967804,21.19999999998072,16.03999999998541,0.0,0.0,0.6670690739049159,0.5168848706897355,0.4062148717806199,0.0,0.0,184.26,73.704,52.645714285714284,0.0,0.0,-34.853068266604346,-35.4565909720748,-34.78078118462256,0.0,0.0,0.0,19.379999999982374,14.739999999986594,0.0,0.0,0.6971027813339343,0.5095728172283103,0.453320181216828,0.0,0.0,2.0,5.0,7.0,368.52,368.52,368.52,368.52,368.52,0.6820859276194251,0.5635359869186396,0.5055727400320531,0.015016853714509226,0.04120362119901803,0.05120891333885797,-70.49115077398643,-70.78989733592735,-71.28561521298217,-70.8196024871292,-69.5048671310013,L2IN,94_2,,,,
APWaveform,0.0,0.0,-41.01168171448908,-40.1552573769265,-38.793264321124695,0.0,0.0,0.7827587473355776,1.52702033563137,1.942779189791701,0.0,0.0,-42.110779204835,-42.670585675019346,-42.83231104372914,0.0,0.0,186.33999999983052,48.5999999999558,30.679999999972097,0.0,0.0,14.697211843063911,4.4047964209194035,100.0,0.0,0.0,310.3400000000001,186.20400000000004,155.17000000000004,0.0,0.0,-40.57639326352201,-38.99168951078384,-38.05499914248042,0.0,0.0,261.8599999997619,151.89999999986185,81.31999999992604,0.0,0.0,15.007116259641242,8.067473804661514,5.174335930038309,0.0,0.0,3.0,5.0,6.0,931.0200000000002,931.0200000000002,931.0200000000002,931.0200000000002,931.0200000000002,16.3229133795181,9.35148457632311,22.765649717540896,2.083797966174829,2.795552015706711,34.557656903301755,-72.29790521668096,-72.14521737384648,-72.11619220713521,-72.4696499803891,-72.19259512342819,L5PC,97_1,,,,
APWaveform,0.0,0.0,-43.92119990196129,-43.710375215705795,-43.30752317145366,0.0,0.0,0.40599729545388286,0.21839196924703488,0.13044431919482988,0.0,0.0,-44.327197197415174,-43.92653976273786,-43.47580076579061,0.0,0.0,237.27999999978425,132.31999999987966,117.13999999989346,0.0,0.0,13.611190847211784,14.71682672921608,17.238883032909197,0.0,0.0,353.01,235.34,235.34,0.0,0.0,-43.51520260650741,-43.79333546311695,-43.288848632078526,0.0,0.0,0.0,159.45999999985503,146.77999999986656,0.0,0.0,9.665184318177014,9.574840344281196,8.505329567067639,0.0,0.0,2.0,3.0,3.0,706.02,706.02,706.02,706.02,706.02,11.6381875826944,10.829419764236503,11.360664952648241,1.9730032645173852,2.8058084583108216,4.157090639259365,-72.42759856453253,-71.81851938851129,-72.88997099451656,-72.7707885876976,-73.20687737036152,NO,99_1,,,,
APWaveform,0.0,0.0,-38.09778481169409,-37.94565841188971,-38.284173866185654,0.0,0.0,0.3084112012796396,0.7400308523687777,0.6619062979871677,0.0,0.0,-37.78937361041445,-39.411719514288194,-39.59503787404726,0.0,0.0,115.07999999989534,31.619999999971242,21.719999999980246,0.0,0.0,1.354721404211705,0.4387052007069855,0.35297732661729064,0.0,0.0,353.01,117.67,100.86,0.0,0.0,-38.40619601297373,-38.1567318853134,-38.89390511932582,0.0,0.0,0.0,34.03999999996904,28.039999999974498,0.0,0.0,38.922840950862245,0.5139313169627127,0.4550364582377629,0.0,0.0,2.0,6.0,7.0,706.02,706.02,706.02,706.02,706.02,20.138781177536973,4.097734490873988,6.978605770992672,18.784059773325268,7.537763359105142,15.209295851650225,-71.03824618309453,-70.35927342040672,-72.02063738381955,-67.47461008514217,-65.23377724336798,L2IN,99_2,,,,
APWaveform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.02,706.02,706.02,706.02,706.02,0.0,0.0,0.0,0.0,0.0,0.0,-81.65866541151476,-87.79430803838652,-82.4467853782964,-80.85263969331798,-79.27868268812504,NO,99_3,0.0,0.0,0.0,0.0
APWaveform,0.0,0.0,-45.02712498867878,-41.16754927743422,-39.12849901425057,0.0,0.0,1.3085502899308685,2.283830023930662,2.6507162155264354,0.0,0.0,-46.91124696909848,-45.872691334228925,-45.67374781403829,0.0,0.0,58.29999999994698,19.53999999998223,12.799999999988358,0.0,0.0,6.673057243297582,0.3038391457166786,0.27374965333297147,0.0,0.0,176.50500000000002,78.44666666666667,54.30923076923078,0.0,0.0,-45.58523214898249,-44.153268955954076,-42.49389696874331,0.0,0.0,88.01999999991995,32.29999999997062,20.159999999981665,0.0,0.0,3.755848488233405,0.9396385879017832,0.45133631740940316,0.0,0.0,4.0,9.0,13.0,706.0200000000001,706.0200000000001,706.0200000000001,706.0200000000001,706.0200000000001,5.047289566374547,2.507473862470183,9.8914714827363,1.0492461585947233,1.210908052813614,26.02963080613326,-79.12382581596695,-79.81693954297798,-80.32174911746715,-79.90308405577976,-79.56876492586127,L2IN,101_1,,,,
APWaveform,0.0,0.0,-24.27948970890532,-37.542026391232845,-35.87488603444142,0.0,0.0,24.27948970890532,7.597197726187541,5.678525999326698,0.0,0.0,-48.55897941781064,-50.48702180723042,-50.6871587835713,0.0,0.0,0.0,7.17999999999347,6.339999999994234,0.0,0.0,11.502709793469265,100.0,100.0,0.0,0.0,706.0200000000001,176.50500000000002,88.25250000000001,0.0,0.0,0.0,-33.04256845276711,-32.91758829959268,0.0,0.0,0.0,113.1399999998971,81.359999999926,0.0,0.0,0.0,7.257363012497692,7.347173119129548,0.0,0.0,1.0,4.0,8.0,706.0200000000001,706.0200000000001,706.0200000000001,706.0200000000001,706.0200000000001,11.502709793469265,29.03025171738227,15.188605263377086,0.0,40.99290021966278,32.0994558943443,-76.17858027147777,-78.33462840627998,-78.57639735078301,-79.5171989390414,-78.5409303782654,L2PC,101_2,,,,
APWaveform,0.0,0.0,-29.72811641766855,-27.19078861253854,-25.334368606205636,0.0,0.0,1.363631802179447,2.042882645840984,2.027036239084562,0.0,0.0,-31.343045666434165,-30.100516761450574,-29.25924950427096,0.0,0.0,50.03999999995449,24.139999999978045,15.719999999985703,0.0,0.0,2.0315729940907556,0.4473588652158969,0.3331963494626964,0.0,0.0,160.34,80.17,60.1275,0.0,0.0,-29.833471698296446,-29.080833433985863,-27.142736269288076,0.0,0.0,71.53999999993493,27.679999999974825,19.33999999998241,0.0,0.0,2.389264732140942,0.8622206929493523,0.6289998760624662,0.0,0.0,3.0,6.0,8.0,481.02,481.02,481.02,481.02,481.02,2.282731781468387,1.2698975656869684,1.0055076551502757,0.1782756654721807,0.4528258790857342,0.3722894114928817,-66.32389772767938,-66.24740337508402,-66.83072437868513,-66.55956708798468,-65.86750949436922,L5IN,104_1,,,,
APWaveform,0.0,-13.943359781115763,-14.529724757529648,-26.197945415825608,-25.29248526838802,0.0,13.943359781115763,14.529724757529648,2.118266902434274,2.2872289352046504,0.0,-27.886719562231526,-29.059449515059296,-29.685724768537707,-29.97268378476333,0.0,0.0,0.0,32.73999999997022,18.11999999998352,0.0,22.217962761423728,206.40835983765805,0.8710936289555988,0.7166275086475569,0.0,1381.0200000000002,1381.0200000000002,345.25500000000005,230.17000000000004,0.0,0.0,0.0,-25.93105674499715,-25.89879484707427,0.0,0.0,0.0,473.979999999569,46.63999999995758,0.0,0.0,0.0,2.542798291848751,1.7788375332017634,0.0,1.0,1.0,4.0,6.0,1381.0200000000002,1381.0200000000002,1381.0200000000002,1381.0200000000002,1381.0200000000002,206.40835983765805,2.7191485783670393,2.2811217598841194,0.0,1.1825274228227212,0.8366423411550032,-69.07687925711929,-69.42452263035258,-68.76967230649868,-69.49683345847578,-69.56819325399428,L2IN,105_1,,22.217962761423728,,0.0
