feature_value,id,feature,median,treshold_min,treshold_max
2584.799999998387,270_1,idrest_first_ISI_stim_150,103.30000000002347,-2155.3933051762824,2361.993305176329
2412.2999999984518,287_1,idrest_first_ISI_stim_150,103.30000000002347,-2155.3933051762824,2361.993305176329
2806.39999999818,598_1,idrest_first_ISI_stim_150,103.30000000002347,-2155.3933051762824,2361.993305176329
3703.599999997805,614_1,idrest_first_ISI_stim_150,103.30000000002347,-2155.3933051762824,2361.993305176329
4074.900000001584,743_1,idrest_first_ISI_stim_150,103.30000000002347,-2155.3933051762824,2361.993305176329
2882.199999997836,605_1,idrest_first_ISI_stim_175,71.60000000001628,-2128.3969755788135,2271.596975578846
2634.9999999980528,609_1,idrest_first_ISI_stim_175,71.60000000001628,-2128.3969755788135,2271.596975578846
3405.7999999975123,614_1,idrest_first_ISI_stim_175,71.60000000001628,-2128.3969755788135,2271.596975578846
2574.2999999983085,619_1,idrest_first_ISI_stim_175,71.60000000001628,-2128.3969755788135,2271.596975578846
2953.7999999981,467_1,idrest_first_ISI_stim_200,56.00000000001253,-2349.273661565207,2461.2736615652325
2606.199999998288,614_1,idrest_first_ISI_stim_200,56.00000000001253,-2349.273661565207,2461.2736615652325
3446.899999997533,619_1,idrest_first_ISI_stim_200,56.00000000001253,-2349.273661565207,2461.2736615652325
4643.100000008919,743_1,idrest_first_ISI_stim_200,56.00000000001253,-2349.273661565207,2461.2736615652325
2919.0999999976766,753_1,idrest_first_ISI_stim_200,56.00000000001253,-2349.273661565207,2461.2736615652325
3731.299999997385,598_1,idrest_first_ISI_stim_225,45.60000000001034,-2223.4177508362054,2314.617750836226
3159.999999997796,614_1,idrest_first_ISI_stim_225,45.60000000001034,-2223.4177508362054,2314.617750836226
4363.799999999716,619_1,idrest_first_ISI_stim_225,45.60000000001034,-2223.4177508362054,2314.617750836226
2995.899999998908,734_1,idrest_first_ISI_stim_225,45.60000000001034,-2223.4177508362054,2314.617750836226
3132.7999999985527,753_1,idrest_first_ISI_stim_225,45.60000000001034,-2223.4177508362054,2314.617750836226
1933.8999999990397,407_1,idrest_first_ISI_stim_250,40.50000000000921,-1769.1991919725106,1850.1991919725288
2074.5999999988567,619_1,idrest_first_ISI_stim_250,40.50000000000921,-1769.1991919725106,1850.1991919725288
3151.7999999973945,722_1,idrest_first_ISI_stim_250,40.50000000000921,-1769.1991919725106,1850.1991919725288
3627.299999997556,775_1,idrest_first_ISI_stim_250,40.50000000000921,-1769.1991919725106,1850.1991919725288
3000.0999999974324,609_1,idrest_first_ISI_stim_275,35.90000000000816,-1863.5125884436907,1935.3125884437072
5391.700000003249,750_1,idrest_first_ISI_stim_275,35.90000000000816,-1863.5125884436907,1935.3125884437072
2039.2999999987685,772_1,idrest_first_ISI_stim_275,35.90000000000816,-1863.5125884436907,1935.3125884437072
2902.999999998171,407_1,idrest_first_ISI_stim_300,36.80000000000837,-1896.417761703195,1970.0177617032118
1999.3999999989408,435_1,idrest_first_ISI_stim_300,36.80000000000837,-1896.417761703195,1970.0177617032118
4324.29999999937,518_1,idrest_first_ISI_stim_300,36.80000000000837,-1896.417761703195,1970.0177617032118
2172.8999999988955,565_1,idrest_first_ISI_stim_300,36.80000000000837,-1896.417761703195,1970.0177617032118
2489.3999999985413,750_1,idrest_first_ISI_stim_300,36.80000000000837,-1896.417761703195,1970.0177617032118
2367.9000000051774,772_1,idrest_first_ISI_stim_300,36.80000000000837,-1896.417761703195,1970.0177617032118
2.962853227658235,213_1,idrest_peak_frequency_stim_50,0.0,-2.3191656612356093,2.3191656612356093
2.6451527575717497,524_1,idrest_peak_frequency_stim_50,0.0,-2.3191656612356093,2.3191656612356093
3.26743996079072,529_1,idrest_peak_frequency_stim_50,0.0,-2.3191656612356093,2.3191656612356093
2.499930557484514,568_1,idrest_peak_frequency_stim_50,0.0,-2.3191656612356093,2.3191656612356093
3.851829026198363,587_1,idrest_peak_frequency_stim_50,0.0,-2.3191656612356093,2.3191656612356093
3.851829026198363,588_1,idrest_peak_frequency_stim_50,0.0,-2.3191656612356093,2.3191656612356093
4.4442798414873526,99_1,idrest_peak_frequency_stim_75,0.0,-4.098914319625313,4.098914319625313
4.814636494944632,213_1,idrest_peak_frequency_stim_75,0.0,-4.098914319625313,4.098914319625313
4.999861114969028,568_1,idrest_peak_frequency_stim_75,0.0,-4.098914319625313,4.098914319625313
5.037007188105552,587_1,idrest_peak_frequency_stim_75,0.0,-4.098914319625313,4.098914319625313
6.518479890489537,588_1,idrest_peak_frequency_stim_75,0.0,-4.098914319625313,4.098914319625313
46.21400639886244,54_1,idrest_peak_frequency_stim_100,0.3703635117868187,-29.733665655125847,30.474392678699488
81.76324209029508,62_1,idrest_peak_frequency_stim_100,0.3703635117868187,-29.733665655125847,30.474392678699488
42.65908282971917,64_1,idrest_peak_frequency_stim_100,0.3703635117868187,-29.733665655125847,30.474392678699488
41.47533698711302,219_1,idrest_peak_frequency_stim_100,0.3703635117868187,-29.733665655125847,30.474392678699488
92.42801279772488,54_1,idrest_peak_frequency_stim_125,1.7777251044413498,-86.62810247549254,90.18355268437523
95.98293636686812,56_1,idrest_peak_frequency_stim_125,1.7777251044413498,-86.62810247549254,90.18355268437523
127.97724848915752,62_1,idrest_peak_frequency_stim_125,1.7777251044413498,-86.62810247549254,90.18355268437523
99.5378599360114,63_1,idrest_peak_frequency_stim_125,1.7777251044413498,-86.62810247549254,90.18355268437523
163.52648418059016,62_1,idrest_peak_frequency_stim_150,2.370300139255133,-129.87012203926642,134.6107223177767
142.19694276573057,63_1,idrest_peak_frequency_stim_150,2.370300139255133,-129.87012203926642,134.6107223177767
191.96587273373623,62_1,idrest_peak_frequency_stim_175,2.962875174068916,-164.76807389106935,170.6938242392072
177.7461784571632,63_1,idrest_peak_frequency_stim_175,2.962875174068916,-164.76807389106935,170.6938242392072
216.8503377177391,62_1,idrest_peak_frequency_stim_200,3.5554502088827,-195.16146544782563,202.272365865591
202.6306434411661,63_1,idrest_peak_frequency_stim_200,3.5554502088827,-195.16146544782563,202.272365865591
238.1798791325987,62_1,idrest_peak_frequency_stim_225,3.777693829026022,-221.91807102559497,229.473458683647
255.95449697831503,62_1,idrest_peak_frequency_stim_250,3.999911113086376,-244.23580625060998,252.23562847678272
270.17419125488806,62_1,idrest_peak_frequency_stim_275,4.088816198823133,-261.89968283761,270.0773152352562
-47.17740577343268,213_1,idrest_second_AP_voltage_stim_50,0.0,-38.7488008534693,38.7488008534693
3861.400000000371,538_1,idrest_second_ISI_stim_50,0.0,-1501.2107024482636,1501.2107024482636
3360.2000000122243,552_1,idrest_second_ISI_stim_50,0.0,-1501.2107024482636,1501.2107024482636
3062.39999999775,578_1,idrest_second_ISI_stim_50,0.0,-1501.2107024482636,1501.2107024482636
2241.700000006368,552_1,idrest_second_ISI_stim_75,0.0,-1247.0705659369337,1247.0705659369337
2525.4999999984234,583_1,idrest_second_ISI_stim_75,0.0,-1247.0705659369337,1247.0705659369337
2770.9999999976126,410_1,idrest_second_ISI_stim_100,0.0,-2372.239936296349,2372.239936296349
3209.700000001615,555_2,idrest_second_ISI_stim_100,0.0,-2372.239936296349,2372.239936296349
2535.999999998461,583_1,idrest_second_ISI_stim_100,0.0,-2372.239936296349,2372.239936296349
3318.800000000567,595_1,idrest_second_ISI_stim_100,0.0,-2372.239936296349,2372.239936296349
2878.69999999759,618_1,idrest_second_ISI_stim_100,0.0,-2372.239936296349,2372.239936296349
4142.000000001403,593_1,idrest_second_ISI_stim_125,124.40000000002829,-2240.554262321835,2489.3542623218914
2999.7999999976555,627_1,idrest_second_ISI_stim_125,124.40000000002829,-2240.554262321835,2489.3542623218914
2925.999999997944,424_1,idrest_second_ISI_stim_150,163.60000000003714,-1743.449821020424,2070.649821020498
2767.699999997483,428_1,idrest_second_ISI_stim_150,163.60000000003714,-1743.449821020424,2070.649821020498
3277.7999999978165,288_1,idrest_second_ISI_stim_175,126.6000000000288,-1737.2889107454146,1990.4889107454721
2016.399999998374,381_1,idrest_second_ISI_stim_175,126.6000000000288,-1737.2889107454146,1990.4889107454721
2202.499999998566,613_1,idrest_second_ISI_stim_175,126.6000000000288,-1737.2889107454146,1990.4889107454721
2129.79999999958,751_1,idrest_second_ISI_stim_175,126.6000000000288,-1737.2889107454146,1990.4889107454721
1670.0999999990863,435_1,idrest_second_ISI_stim_200,92.300000000021,-1381.7592048270665,1566.3592048271087
2480.69999999839,613_1,idrest_second_ISI_stim_200,92.300000000021,-1381.7592048270665,1566.3592048271087
1603.9999999996649,783_1,idrest_second_ISI_stim_200,92.300000000021,-1381.7592048270665,1566.3592048271087
2881.1999999980217,287_1,idrest_second_ISI_stim_225,69.20000000001573,-1766.2950163126634,1904.6950163126949
2602.9999999982974,307_1,idrest_second_ISI_stim_225,69.20000000001573,-1766.2950163126634,1904.6950163126949
2035.1999999984484,612_1,idrest_second_ISI_stim_225,69.20000000001573,-1766.2950163126634,1904.6950163126949
2773.3999999979123,618_1,idrest_second_ISI_stim_225,69.20000000001573,-1766.2950163126634,1904.6950163126949
2729.4999999981965,287_1,idrest_second_ISI_stim_250,59.20000000001346,-2070.8077024855456,2189.2077024855726
2732.2999999977583,598_1,idrest_second_ISI_stim_250,59.20000000001346,-2070.8077024855456,2189.2077024855726
2434.499999998483,613_1,idrest_second_ISI_stim_250,59.20000000001346,-2070.8077024855456,2189.2077024855726
2670.099999998125,614_1,idrest_second_ISI_stim_250,59.20000000001346,-2070.8077024855456,2189.2077024855726
3619.3000000056654,743_1,idrest_second_ISI_stim_250,59.20000000001346,-2070.8077024855456,2189.2077024855726
2515.799999998468,485_1,idrest_second_ISI_stim_275,53.10000000001207,-2275.26092121794,2381.4609212179644
2766.199999998245,594_1,idrest_second_ISI_stim_275,53.10000000001207,-2275.26092121794,2381.4609212179644
3701.099999997648,614_1,idrest_second_ISI_stim_275,53.10000000001207,-2275.26092121794,2381.4609212179644
2529.299999998382,619_1,idrest_second_ISI_stim_275,53.10000000001207,-2275.26092121794,2381.4609212179644
3411.2000000003763,736_1,idrest_second_ISI_stim_275,53.10000000001207,-2275.26092121794,2381.4609212179644
3364.299999998785,756_1,idrest_second_ISI_stim_275,53.10000000001207,-2275.26092121794,2381.4609212179644
2322.799999998664,78_1,idrest_second_ISI_stim_300,42.2000000000096,-1667.401400907085,1751.8014009071042
1896.399999998982,287_1,idrest_second_ISI_stim_300,42.2000000000096,-1667.401400907085,1751.8014009071042
1800.8999999988914,425_1,idrest_second_ISI_stim_300,42.2000000000096,-1667.401400907085,1751.8014009071042
2004.1999999989368,430_1,idrest_second_ISI_stim_300,42.2000000000096,-1667.401400907085,1751.8014009071042
1778.3999999991497,485_1,idrest_second_ISI_stim_300,42.2000000000096,-1667.401400907085,1751.8014009071042
2143.599999998709,621_1,idrest_second_ISI_stim_300,42.2000000000096,-1667.401400907085,1751.8014009071042
1928.5999999990015,721_1,idrest_second_ISI_stim_300,42.2000000000096,-1667.401400907085,1751.8014009071042
8.0,213_1,idrest_spikecount_stim_50,0.0,-7.240968042008273,7.240968042008273
9.0,568_1,idrest_spikecount_stim_50,0.0,-7.240968042008273,7.240968042008273
12.0,571_2,idrest_spikecount_stim_50,0.0,-7.240968042008273,7.240968042008273
13.0,587_1,idrest_spikecount_stim_50,0.0,-7.240968042008273,7.240968042008273
13.0,588_1,idrest_spikecount_stim_50,0.0,-7.240968042008273,7.240968042008273
13.0,213_1,idrest_spikecount_stim_75,0.0,-12.944081323855645,12.944081323855645
18.0,568_1,idrest_spikecount_stim_75,0.0,-12.944081323855645,12.944081323855645
13.0,582_1,idrest_spikecount_stim_75,0.0,-12.944081323855645,12.944081323855645
17.0,587_1,idrest_spikecount_stim_75,0.0,-12.944081323855645,12.944081323855645
22.0,588_1,idrest_spikecount_stim_75,0.0,-12.944081323855645,12.944081323855645
13.0,590_1,idrest_spikecount_stim_75,0.0,-12.944081323855645,12.944081323855645
23.0,62_1,idrest_spikecount_stim_100,1.0,-20.807294728329943,22.807294728329943
28.0,219_1,idrest_spikecount_stim_100,1.0,-20.807294728329943,22.807294728329943
32.0,588_1,idrest_spikecount_stim_100,1.0,-20.807294728329943,22.807294728329943
-31.27387871054457,568_1,idrest_vHold_stim_125,-68.10965148107461,-103.87152846940911,-32.3477744927401
-31.40623433732319,568_1,idrest_vHold_stim_150,-67.92389774980812,-102.77575866961934,-33.0720368299969
-32.158639400599704,568_1,idrest_vHold_stim_175,-67.79750125265788,-102.44238440490446,-33.1526181004113
-33.49711087116714,568_1,idrest_vHold_stim_225,-67.85871155526506,-102.16699848248462,-33.55042462804551
